sku,name,brand,category,price,short_description,long_description,attributes
SKU-0064,"Apple Watch Series 9 (45mm, GPS)",Apple,Smartwatches,449.0,"Health tracking and apps on your wrist, made for iPhone.","Presented by Fnac.fr. The Apple Watch Series 9 tracks workouts, heart rate, and sleep on a bright always-on display, with on-device Siri and crash detection. Designed for iPhone, it lasts about 18 hours per charge and supports fast charging for quick top-ups.","{""color"": ""Midnight"", ""case_size_mm"": 45, ""connectivity"": ""GPS"", ""battery_life_hours"": 18, ""compatibility"": ""iOS""}"
SKU-0065,Samsung Galaxy Watch 6 (44mm),Samsung,Smartwatches,319.0,Wear OS smartwatch with detailed health tracking.,"Presented by Fnac.fr. The Galaxy Watch 6 runs Wear OS with detailed sleep, heart rate, and body composition tracking. A bright AMOLED display and broad Android compatibility make it a strong everyday wearable.","{""color"": ""Graphite"", ""case_size_mm"": 44, ""connectivity"": ""GPS"", ""battery_life_hours"": 40, ""compatibility"": ""Android""}"
SKU-0066,Google Pixel Watch 2,Google,Smartwatches,399.0,Refined Wear OS watch with Fitbit health features.,Presented by Fnac.fr. The Pixel Watch 2 combines a clean Wear OS interface with Fitbit health tracking and safety features. A comfortable round design and tight Android integration make it a polished choice for Pixel users.,"{""color"": ""Matte Black"", ""case_size_mm"": 41, ""connectivity"": ""GPS + Cellular"", ""battery_life_hours"": 24, ""compatibility"": ""Android""}"
SKU-0067,Garmin Venu 3,Garmin,Smartwatches,499.0,Sport-focused smartwatch with long battery life.,Presented by Fnac.fr. The Venu 3 blends detailed fitness and health tracking with a bright AMOLED display and multi-day battery. Comprehensive sports modes make it a strong pick for active users on either platform.,"{""color"": ""Slate"", ""case_size_mm"": 45, ""connectivity"": ""GPS"", ""battery_life_hours"": 336, ""compatibility"": ""Both""}"
SKU-0068,Apple Watch Ultra 2,Apple,Smartwatches,899.0,Rugged smartwatch for outdoor and endurance sports.,"Presented by Fnac.fr. The Apple Watch Ultra 2 adds a rugged titanium case, a brighter display, and longer battery for adventures. Precision GPS and dive-ready depth sensing make it suited to outdoor and endurance athletes.","{""color"": ""Titanium"", ""case_size_mm"": 49, ""connectivity"": ""GPS + Cellular"", ""battery_life_hours"": 36, ""compatibility"": ""iOS""}"
SKU-0069,Samsung Galaxy Watch 6 Classic (47mm),Samsung,Smartwatches,419.0,Wear OS watch with a rotating bezel.,Presented by Fnac.fr. The Galaxy Watch 6 Classic adds a tactile rotating bezel to Samsung's health-focused Wear OS watch. A stainless-steel build and detailed tracking suit Android users who want a more traditional look.,"{""color"": ""Silver"", ""case_size_mm"": 47, ""connectivity"": ""GPS + Cellular"", ""battery_life_hours"": 40, ""compatibility"": ""Android""}"
SKU-0070,Garmin Forerunner 265,Garmin,Smartwatches,499.0,Running watch with detailed training metrics.,Presented by Fnac.fr. The Forerunner 265 focuses on running and triathlon with a bright AMOLED display and detailed training metrics. Multi-day battery and accurate GPS make it a dependable companion for serious runners.,"{""color"": ""Black"", ""case_size_mm"": 46, ""connectivity"": ""GPS"", ""battery_life_hours"": 312, ""compatibility"": ""Both""}"
SKU-0071,Withings ScanWatch 2,Withings,Smartwatches,349.0,Hybrid smartwatch with clinical health sensors.,Presented by Fnac.fr. The ScanWatch 2 pairs a classic analog face with health sensors including ECG and temperature tracking. Weeks of battery life and discreet styling make it a subtle wellness-focused watch.,"{""color"": ""White"", ""case_size_mm"": 42, ""connectivity"": ""GPS"", ""battery_life_hours"": 720, ""compatibility"": ""Both""}"
SKU-0072,TicWatch Pro 5,Mobvoi,Smartwatches,359.0,Dual-display Wear OS watch with long battery.,Presented by Fnac.fr. The TicWatch Pro 5 uses a dual-layer display to extend battery life while running Wear OS. Detailed health tracking and a durable build make it a versatile Android-friendly option.,"{""color"": ""Obsidian"", ""case_size_mm"": 48, ""connectivity"": ""GPS"", ""battery_life_hours"": 80, ""compatibility"": ""Android""}"
SKU-0073,Fitbit Charge 6,Fitbit,Fitness Trackers,159.0,Slim tracker with built-in GPS and heart rate.,"Presented by Fnac.fr. The Fitbit Charge 6 tracks steps, sleep, and heart rate with built-in GPS for outdoor workouts. A bright touchscreen and Google app integration make it an approachable everyday tracker.","{""color"": ""Obsidian"", ""battery_life_days"": 7, ""water_resistance"": ""5ATM"", ""heart_rate"": ""Yes"", ""gps"": ""Yes""}"
SKU-0074,Garmin Vivosmart 5,Garmin,Fitness Trackers,149.0,Minimalist band with detailed health insights.,"Presented by Fnac.fr. The Vivosmart 5 keeps a slim profile while tracking heart rate, sleep, and stress with Garmin's health insights. A simple display and week-long battery suit users who want unobtrusive tracking.","{""color"": ""Black"", ""battery_life_days"": 7, ""water_resistance"": ""5ATM"", ""heart_rate"": ""Yes"", ""gps"": ""No""}"
SKU-0075,Xiaomi Smart Band 8,Xiaomi,Fitness Trackers,39.0,Affordable band with long battery life.,"Presented by Fnac.fr. The Smart Band 8 offers heart rate, sleep, and activity tracking on a bright AMOLED display at a low price. Up to two weeks of battery makes it a low-maintenance everyday tracker.","{""color"": ""Graphite"", ""battery_life_days"": 16, ""water_resistance"": ""5ATM"", ""heart_rate"": ""Yes"", ""gps"": ""No""}"
SKU-0076,Samsung Galaxy Fit3,Samsung,Fitness Trackers,59.0,Lightweight band with a large display.,Presented by Fnac.fr. The Galaxy Fit3 pairs a large AMOLED display with comprehensive activity and sleep tracking. Long battery life and a light aluminium body make it a comfortable all-day band for Android users.,"{""color"": ""Silver"", ""battery_life_days"": 13, ""water_resistance"": ""5ATM"", ""heart_rate"": ""Yes"", ""gps"": ""No""}"
SKU-0077,Fitbit Inspire 3,Fitbit,Fitness Trackers,99.0,Easy-to-use tracker with long battery life.,"Presented by Fnac.fr. The Fitbit Inspire 3 focuses on the essentials with heart rate, sleep, and stress tracking in a slim band. Up to ten days of battery and a colour display make it a simple entry-level tracker.","{""color"": ""Lilac"", ""battery_life_days"": 10, ""water_resistance"": ""5ATM"", ""heart_rate"": ""Yes"", ""gps"": ""No""}"
SKU-0078,Huawei Band 9,Huawei,Fitness Trackers,59.0,Slim band with comfortable all-day wear.,"Presented by Fnac.fr. The Huawei Band 9 tracks activity, sleep, and heart rate on a bright display in a thin, light design. Up to two weeks of battery makes it a comfortable, low-maintenance tracker.","{""color"": ""Charcoal Black"", ""battery_life_days"": 14, ""water_resistance"": ""5ATM"", ""heart_rate"": ""Yes"", ""gps"": ""No""}"
SKU-0079,Amazfit Band 7,Amazfit,Fitness Trackers,49.0,Budget band with a big screen and long battery.,Presented by Fnac.fr. The Amazfit Band 7 offers a large display and broad activity tracking at a value price. Up to 18 days of battery and built-in sport modes make it a practical pick for casual fitness.,"{""color"": ""Black"", ""battery_life_days"": 18, ""water_resistance"": ""5ATM"", ""heart_rate"": ""Yes"", ""gps"": ""No""}"
SKU-0080,Garmin Vivosmart 5 Active,Garmin,Fitness Trackers,169.0,Activity band with onboard heart rate tracking.,"Presented by Fnac.fr. This active-focused Vivosmart variant tracks heart rate, stress, and sleep with Garmin's health metrics. A slim profile and reliable sensors make it a discreet option for daily wellness.","{""color"": ""White"", ""battery_life_days"": 7, ""water_resistance"": ""5ATM"", ""heart_rate"": ""Yes"", ""gps"": ""No""}"
SKU-0081,Whoop 4.0,Whoop,Fitness Trackers,239.0,Screen-free band focused on recovery and strain.,"Presented by Fnac.fr. The Whoop 4.0 takes a screen-free approach, tracking strain, recovery, and sleep through an app-based dashboard. Continuous heart rate monitoring and a waterproof design suit data-driven athletes.","{""color"": ""Onyx"", ""battery_life_days"": 5, ""water_resistance"": ""IP68"", ""heart_rate"": ""Yes"", ""gps"": ""No""}"
SKU-0082,LG OLED evo C4 (55-inch),LG,Televisions,1499.0,OLED TV with deep contrast for movies and gaming.,Presented by Fnac.fr. The LG OLED evo C4 delivers deep blacks and vivid colour on a self-lit OLED panel suited to film and gaming. A 120Hz panel and gaming features over HDMI 2.1 make it a versatile living-room set.,"{""screen_size_in"": 55, ""resolution"": ""4K UHD"", ""panel_type"": ""OLED"", ""refresh_rate_hz"": 120, ""smart_os"": ""webOS""}"
SKU-0083,Samsung QN90D Neo QLED (65-inch),Samsung,Televisions,2199.0,Bright Mini-LED TV with strong contrast.,"Presented by Fnac.fr. The Samsung QN90D uses Mini-LED backlighting for high brightness and deep contrast, ideal for bright rooms. A 120Hz panel and anti-glare screen make it a flexible choice for sport and gaming.","{""screen_size_in"": 65, ""resolution"": ""4K UHD"", ""panel_type"": ""Mini-LED"", ""refresh_rate_hz"": 120, ""smart_os"": ""Tizen""}"
SKU-0084,Sony BRAVIA 7 (65-inch),Sony,Televisions,1999.0,Mini-LED TV with refined picture processing.,"Presented by Fnac.fr. The Sony BRAVIA 7 combines Mini-LED backlighting with Sony's picture processing for natural, detailed images. A 120Hz panel and Google TV make it a well-rounded set for film and gaming.","{""screen_size_in"": 65, ""resolution"": ""4K UHD"", ""panel_type"": ""Mini-LED"", ""refresh_rate_hz"": 120, ""smart_os"": ""Google TV""}"
SKU-0085,TCL C805 (75-inch),TCL,Televisions,1299.0,Large Mini-LED TV with high brightness for the price.,Presented by Fnac.fr. The TCL C805 offers a big Mini-LED panel with high brightness and gaming features at a value price. A 144Hz panel and Google TV make it a strong choice for large-room home cinema.,"{""screen_size_in"": 75, ""resolution"": ""4K UHD"", ""panel_type"": ""Mini-LED"", ""refresh_rate_hz"": 144, ""smart_os"": ""Google TV""}"
SKU-0086,Hisense U7N (55-inch),Hisense,Televisions,899.0,Value Mini-LED TV for sport and gaming.,Presented by Fnac.fr. The Hisense U7N brings Mini-LED brightness and a high refresh rate to a budget-friendly tier. Gaming features and Google TV make it a practical pick for sport and console play.,"{""screen_size_in"": 55, ""resolution"": ""4K UHD"", ""panel_type"": ""Mini-LED"", ""refresh_rate_hz"": 144, ""smart_os"": ""Google TV""}"
SKU-0087,Panasonic Z95A OLED (65-inch),Panasonic,Televisions,2799.0,Premium OLED TV with cinema-grade picture.,Presented by Fnac.fr. The Panasonic Z95A pairs a high-brightness OLED panel with cinema-tuned processing for film enthusiasts. A 120Hz panel and Fire TV make it a refined choice for dedicated home cinema.,"{""screen_size_in"": 65, ""resolution"": ""4K UHD"", ""panel_type"": ""OLED"", ""refresh_rate_hz"": 120, ""smart_os"": ""Fire TV""}"
SKU-0088,Samsung Q60D QLED (50-inch),Samsung,Televisions,599.0,Affordable QLED TV for everyday viewing.,Presented by Fnac.fr. The Samsung Q60D offers QLED colour and a slim design for everyday streaming and casual viewing. Tizen smart features and a compact size make it a sensible secondary or bedroom TV.,"{""screen_size_in"": 50, ""resolution"": ""4K UHD"", ""panel_type"": ""QLED"", ""refresh_rate_hz"": 60, ""smart_os"": ""Tizen""}"
SKU-0089,LG QNED80 (43-inch),LG,Televisions,499.0,Compact 4K LED TV for smaller rooms.,Presented by Fnac.fr. The LG QNED80 delivers 4K resolution and quantum-dot colour in a compact LED set for smaller spaces. webOS streaming and a slim frame make it an easy fit for bedrooms and offices.,"{""screen_size_in"": 43, ""resolution"": ""4K UHD"", ""panel_type"": ""LED"", ""refresh_rate_hz"": 60, ""smart_os"": ""webOS""}"
SKU-0090,Sony BRAVIA 8 OLED (55-inch),Sony,Televisions,1799.0,"OLED TV tuned for natural, accurate colour.",Presented by Fnac.fr. The Sony BRAVIA 8 OLED focuses on natural colour and accurate processing for film and streaming. A 120Hz panel and Google TV make it a balanced choice for movie-first living rooms.,"{""screen_size_in"": 55, ""resolution"": ""4K UHD"", ""panel_type"": ""OLED"", ""refresh_rate_hz"": 120, ""smart_os"": ""Google TV""}"
SKU-0091,Sony Alpha 7 IV,Sony,Cameras,2799.0,Versatile full-frame mirrorless for stills and video.,Presented by Fnac.fr. The Sony Alpha 7 IV pairs a 33MP full-frame sensor with capable autofocus for hybrid shooters. Strong 4K video and reliable subject tracking make it a flexible all-rounder for photo and film.,"{""type"": ""Mirrorless"", ""sensor"": ""Full-frame"", ""resolution_mp"": 33, ""lens_mount"": ""Sony E"", ""video_resolution"": ""4K""}"
SKU-0092,Canon EOS R6 Mark II,Canon,Cameras,2799.0,Fast full-frame mirrorless for action and video.,Presented by Fnac.fr. The EOS R6 Mark II combines a 24MP full-frame sensor with quick burst shooting and dependable autofocus. Capable 4K video and strong low-light performance suit events and wildlife.,"{""type"": ""Mirrorless"", ""sensor"": ""Full-frame"", ""resolution_mp"": 24, ""lens_mount"": ""Canon RF"", ""video_resolution"": ""4K""}"
SKU-0093,Nikon Z6 III,Nikon,Cameras,2699.0,Hybrid full-frame mirrorless with fast readout.,Presented by Fnac.fr. The Nikon Z6 III offers a 24MP full-frame sensor with a fast partially-stacked design for stills and video. Reliable autofocus and 6K video make it a versatile choice for hybrid creators.,"{""type"": ""Mirrorless"", ""sensor"": ""Full-frame"", ""resolution_mp"": 24, ""lens_mount"": ""Nikon Z"", ""video_resolution"": ""6K""}"
SKU-0094,Fujifilm X-T5,Fujifilm,Cameras,1799.0,APS-C mirrorless with high-resolution stills.,Presented by Fnac.fr. The Fujifilm X-T5 delivers a 40MP APS-C sensor with classic dial-based controls for photographers. Film simulations and in-body stabilisation make it a favourite for travel and street work.,"{""type"": ""Mirrorless"", ""sensor"": ""APS-C"", ""resolution_mp"": 40, ""lens_mount"": ""Fujifilm X"", ""video_resolution"": ""6K""}"
SKU-0095,Panasonic Lumix GH7,Panasonic,Cameras,2199.0,Micro Four Thirds camera built for video.,"Presented by Fnac.fr. The Lumix GH7 focuses on video with a Micro Four Thirds sensor, internal high-bitrate recording, and strong stabilisation. Robust build and extensive codecs make it a tool for serious filmmakers.","{""type"": ""Mirrorless"", ""sensor"": ""Micro 4/3"", ""resolution_mp"": 25, ""lens_mount"": ""Micro 4/3"", ""video_resolution"": ""6K""}"
SKU-0096,Canon EOS 90D,Canon,Cameras,1299.0,High-resolution APS-C DSLR for enthusiasts.,Presented by Fnac.fr. The EOS 90D pairs a 32.5MP APS-C sensor with an optical viewfinder for photographers who prefer a DSLR. Fast continuous shooting and a wide lens selection make it a capable enthusiast camera.,"{""type"": ""DSLR"", ""sensor"": ""APS-C"", ""resolution_mp"": 32, ""lens_mount"": ""Canon EF-S"", ""video_resolution"": ""4K""}"
SKU-0097,Sony ZV-1 II,Sony,Cameras,899.0,Compact camera built for vlogging.,Presented by Fnac.fr. The Sony ZV-1 II features a 1-inch sensor and a wide zoom in a pocketable body designed for vloggers. A vari-angle screen and strong autofocus make it an easy creator camera for travel.,"{""type"": ""Compact"", ""sensor"": ""1-inch"", ""resolution_mp"": 20, ""lens_mount"": ""Fixed"", ""video_resolution"": ""4K""}"
SKU-0098,GoPro HERO12 Black,GoPro,Cameras,449.0,Rugged action camera with strong stabilisation.,"Presented by Fnac.fr. The HERO12 Black captures stabilised 5.3K video in a waterproof, pocket-sized body for action and travel. Excellent stabilisation and a durable design make it a go-to for sport and adventure.","{""type"": ""Action"", ""sensor"": ""1-inch"", ""resolution_mp"": 27, ""lens_mount"": ""Fixed"", ""video_resolution"": ""4K""}"
SKU-0099,Fujifilm X100VI,Fujifilm,Cameras,1799.0,Premium fixed-lens compact for street photography.,Presented by Fnac.fr. The X100VI combines a 40MP APS-C sensor with a fixed 35mm-equivalent lens in a classic rangefinder-style body. A hybrid viewfinder and film simulations make it a refined choice for street and travel.,"{""type"": ""Compact"", ""sensor"": ""APS-C"", ""resolution_mp"": 40, ""lens_mount"": ""Fixed"", ""video_resolution"": ""6K""}"
SKU-0100,DJI Mini 4 Pro,DJI,Drones,999.0,Lightweight drone with obstacle sensing and 4K video.,Presented by Fnac.fr. The DJI Mini 4 Pro stays under 250g while adding omnidirectional obstacle sensing and 4K HDR video. Long flight time and a long control range make it an approachable choice for travel filming.,"{""max_flight_time_min"": 34, ""camera_resolution"": ""4K"", ""max_range_km"": 20, ""weight_g"": 249, ""gps"": ""Yes""}"
SKU-0101,DJI Air 3,DJI,Drones,1099.0,Dual-camera drone for versatile aerial shots.,"Presented by Fnac.fr. The DJI Air 3 pairs wide and telephoto cameras for flexible framing, with omnidirectional obstacle sensing. Long flight time and 4K HDR video make it a capable mid-range aerial platform.","{""max_flight_time_min"": 46, ""camera_resolution"": ""4K"", ""max_range_km"": 20, ""weight_g"": 720, ""gps"": ""Yes""}"
SKU-0102,DJI Mavic 3 Pro,DJI,Drones,2199.0,Triple-camera drone with a Hasselblad main sensor.,Presented by Fnac.fr. The DJI Mavic 3 Pro uses a triple-camera system led by a Four Thirds Hasselblad sensor for professional aerial work. Long flight time and 5.1K video make it a tool for serious creators.,"{""max_flight_time_min"": 43, ""camera_resolution"": ""5.4K"", ""max_range_km"": 28, ""weight_g"": 958, ""gps"": ""Yes""}"
SKU-0103,Autel EVO Lite+,Autel,Drones,1349.0,Compact drone with a 1-inch sensor.,Presented by Fnac.fr. The Autel EVO Lite+ carries a 1-inch sensor for strong low-light aerial images in a folding body. Long flight time and a long transmission range make it a capable alternative for enthusiasts.,"{""max_flight_time_min"": 40, ""camera_resolution"": ""5.4K"", ""max_range_km"": 12, ""weight_g"": 820, ""gps"": ""Yes""}"
SKU-0104,DJI Avata 2,DJI,Drones,999.0,Immersive FPV drone for first-person flying.,"Presented by Fnac.fr. The DJI Avata 2 is a compact FPV drone built for immersive, goggle-based flying and dynamic footage. A durable design and stabilised 4K video make it a fun entry into FPV.","{""max_flight_time_min"": 23, ""camera_resolution"": ""4K"", ""max_range_km"": 13, ""weight_g"": 377, ""gps"": ""Yes""}"
SKU-0105,Holy Stone HS720G,Holy Stone,Drones,259.0,Affordable GPS drone for beginners.,Presented by Fnac.fr. The Holy Stone HS720G offers GPS-assisted flight and a stabilised camera at an entry-level price. Return-to-home and easy controls make it a friendly choice for new pilots.,"{""max_flight_time_min"": 26, ""camera_resolution"": ""4K"", ""max_range_km"": 1, ""weight_g"": 495, ""gps"": ""Yes""}"
SKU-0106,Potensic ATOM SE,Potensic,Drones,299.0,Lightweight beginner drone with GPS.,Presented by Fnac.fr. The Potensic ATOM SE keeps things light and simple with GPS positioning and a stabilised 4K camera. A long control range for its class makes it an accessible starter drone.,"{""max_flight_time_min"": 31, ""camera_resolution"": ""4K"", ""max_range_km"": 4, ""weight_g"": 245, ""gps"": ""Yes""}"
SKU-0107,Parrot Anafi,Parrot,Drones,549.0,Foldable travel drone with a tilting 4K camera.,"Presented by Fnac.fr. The Parrot Anafi packs a 4K camera on a gimbal that tilts up and down into a light, foldable body. GPS-assisted flight and a long range for its size make it a portable choice for travel filming.","{""max_flight_time_min"": 25, ""camera_resolution"": ""4K"", ""max_range_km"": 4, ""weight_g"": 320, ""gps"": ""Yes""}"
SKU-0108,Autel EVO Nano+,Autel,Drones,799.0,Sub-250g drone with obstacle avoidance.,Presented by Fnac.fr. The Autel EVO Nano+ pairs a sub-250g design with obstacle avoidance and a capable camera sensor. A folding body and long flight time make it a portable option for travel.,"{""max_flight_time_min"": 28, ""camera_resolution"": ""4K"", ""max_range_km"": 10, ""weight_g"": 249, ""gps"": ""Yes""}"
SKU-0109,Sony PlayStation 5 Slim,Sony,Consoles,549.0,Compact PS5 with a disc drive for the latest games.,Presented by Fnac.fr. The PlayStation 5 Slim brings a smaller chassis and fast SSD loading to Sony's current-generation console. A detachable disc drive and the DualSense controller make it a flexible living-room system.,"{""platform"": ""PlayStation 5"", ""storage_gb"": 1024, ""edition"": ""Standard"", ""color"": ""White"", ""generation"": ""Ninth""}"
SKU-0110,Sony PlayStation 5 Digital Edition,Sony,Consoles,449.0,Disc-free PS5 for digital game libraries.,"Presented by Fnac.fr. The PS5 Digital Edition removes the disc drive for players who buy games digitally, keeping the fast SSD. The DualSense controller and current-gen performance make it a streamlined choice.","{""platform"": ""PlayStation 5"", ""storage_gb"": 1024, ""edition"": ""Digital"", ""color"": ""White"", ""generation"": ""Ninth""}"
SKU-0111,Microsoft Xbox Series X,Microsoft,Consoles,499.0,Powerful Xbox for 4K gaming and Game Pass.,"Presented by Fnac.fr. The Xbox Series X delivers strong performance for 4K gaming, with a fast SSD and broad backward compatibility. Tight Game Pass integration makes it a value-focused choice for a large library.","{""platform"": ""Xbox"", ""storage_gb"": 1024, ""edition"": ""Standard"", ""color"": ""Black"", ""generation"": ""Ninth""}"
SKU-0112,Microsoft Xbox Series S,Microsoft,Consoles,299.0,"Compact, disc-free Xbox for digital gaming.","Presented by Fnac.fr. The Xbox Series S is a small, affordable console built for digital, fast-loading next-gen play. Game Pass support and a compact design make it an accessible entry into the Xbox ecosystem.","{""platform"": ""Xbox"", ""storage_gb"": 512, ""edition"": ""Digital"", ""color"": ""White"", ""generation"": ""Ninth""}"
SKU-0113,Nintendo Switch OLED,Nintendo,Consoles,349.0,Hybrid console with a vivid OLED screen.,Presented by Fnac.fr. The Nintendo Switch OLED upgrades the handheld experience with a brighter 7-inch OLED screen. Seamless TV and handheld play make it a flexible console for solo and party gaming.,"{""platform"": ""Nintendo Switch"", ""storage_gb"": 64, ""edition"": ""Standard"", ""color"": ""White"", ""generation"": ""Eighth""}"
SKU-0114,Valve Steam Deck OLED,Valve,Consoles,569.0,Handheld PC for your Steam library on the go.,Presented by Fnac.fr. The Steam Deck OLED runs PC games in a handheld form with a vivid OLED screen and improved battery. A full Steam library and desktop mode make it a versatile portable for PC players.,"{""platform"": ""SteamOS"", ""storage_gb"": 512, ""edition"": ""Standard"", ""color"": ""Black"", ""generation"": ""Handheld""}"
SKU-0115,ASUS ROG Ally X,ASUS,Consoles,899.0,Windows handheld for high-performance portable gaming.,Presented by Fnac.fr. The ROG Ally X runs full Windows on a bright handheld display for demanding PC games anywhere. A larger battery and refined ergonomics make it a strong portable for power users.,"{""platform"": ""Windows"", ""storage_gb"": 1024, ""edition"": ""Standard"", ""color"": ""Black"", ""generation"": ""Handheld""}"
SKU-0116,Sony PlayStation 5 Pro,Sony,Consoles,799.0,Enhanced PS5 for higher-fidelity gaming.,"Presented by Fnac.fr. The PlayStation 5 Pro adds more graphics power and upscaling for higher-fidelity, smoother gameplay. A large SSD and the DualSense controller make it a choice for players wanting maximum visuals.","{""platform"": ""PlayStation 5"", ""storage_gb"": 2048, ""edition"": ""Digital"", ""color"": ""White"", ""generation"": ""Ninth""}"
SKU-0117,Microsoft Xbox Series X Galaxy Black,Microsoft,Consoles,599.0,Special-edition Xbox with extra storage.,Presented by Fnac.fr. This special-edition Xbox Series X pairs a unique finish with extra storage for larger game libraries. The same strong 4K performance and Game Pass support make it a collector-friendly bundle.,"{""platform"": ""Xbox"", ""storage_gb"": 2048, ""edition"": ""Bundle"", ""color"": ""Black"", ""generation"": ""Ninth""}"
SKU-0118,The Legend of Zelda: Tears of the Kingdom,Nintendo,Video Games,59.0,Open-world adventure across land and sky.,Presented by Fnac.fr. Tears of the Kingdom expands Hyrule with new sky islands and inventive crafting and building mechanics. Its open-ended exploration and physics-driven puzzles make it a standout adventure on Switch.,"{""platform"": ""Nintendo Switch"", ""genre"": ""Adventure"", ""pegi_rating"": ""12"", ""edition"": ""Standard"", ""release_year"": 2023}"
SKU-0119,Elden Ring,Bandai Namco,Video Games,49.0,Challenging open-world action RPG.,Presented by Fnac.fr. Elden Ring blends FromSoftware's demanding combat with a vast open world and deep character builds. Its interconnected design and challenging bosses make it a landmark action RPG.,"{""platform"": ""PlayStation 5"", ""genre"": ""Action RPG"", ""pegi_rating"": ""16"", ""edition"": ""Standard"", ""release_year"": 2022}"
SKU-0120,Marvel's Spider-Man 2,Sony,Video Games,69.0,Open-world superhero action across New York.,Presented by Fnac.fr. Spider-Man 2 lets players swing through a detailed New York with two playable heroes and fluid combat. A cinematic story and fast traversal make it a showcase action title for PS5.,"{""platform"": ""PlayStation 5"", ""genre"": ""Action"", ""pegi_rating"": ""16"", ""edition"": ""Standard"", ""release_year"": 2023}"
SKU-0121,EA Sports FC 25,EA Sports,Video Games,69.0,Football simulation with realistic gameplay.,Presented by Fnac.fr. EA Sports FC 25 brings updated rosters and refined gameplay to the long-running football series. Career and online modes make it a staple for fans of the sport.,"{""platform"": ""PlayStation 5"", ""genre"": ""Sports"", ""pegi_rating"": ""3"", ""edition"": ""Standard"", ""release_year"": 2024}"
SKU-0122,Forza Horizon 5,Xbox Game Studios,Video Games,59.0,Open-world racing across a vibrant Mexico.,Presented by Fnac.fr. Forza Horizon 5 offers a huge open-world map of Mexico with a deep car roster and dynamic seasons. Accessible driving and varied events make it a broadly appealing racing game.,"{""platform"": ""Xbox"", ""genre"": ""Racing"", ""pegi_rating"": ""3"", ""edition"": ""Standard"", ""release_year"": 2021}"
SKU-0123,Baldur's Gate 3,Larian Studios,Video Games,59.0,Story-rich role-playing with deep choices.,Presented by Fnac.fr. Baldur's Gate 3 delivers a sprawling role-playing adventure with turn-based combat and meaningful choices. Rich characters and high replay value make it a celebrated RPG.,"{""platform"": ""PC"", ""genre"": ""Action RPG"", ""pegi_rating"": ""18"", ""edition"": ""Deluxe"", ""release_year"": 2023}"
SKU-0124,Call of Duty: Modern Warfare III,Activision,Video Games,69.0,Fast-paced first-person shooter.,Presented by Fnac.fr. Modern Warfare III continues the series with a fast multiplayer suite and a campaign mode. Competitive shooting and seasonal content make it a fixture for FPS players.,"{""platform"": ""PlayStation 5"", ""genre"": ""FPS"", ""pegi_rating"": ""18"", ""edition"": ""Standard"", ""release_year"": 2023}"
SKU-0125,Civilization VI,2K Games,Video Games,29.0,Turn-based strategy across human history.,Presented by Fnac.fr. Civilization VI tasks players with building an empire to stand the test of time across the ages. Deep systems and high replayability make it a long-favoured strategy game.,"{""platform"": ""PC"", ""genre"": ""Strategy"", ""pegi_rating"": ""12"", ""edition"": ""Standard"", ""release_year"": 2016}"
SKU-0126,The Sims 4,Maxis,Video Games,39.0,Life simulation with creative building tools.,"Presented by Fnac.fr. The Sims 4 lets players create characters, build homes, and shape everyday life stories. Extensive customisation and ongoing content updates make it a long-running simulation favourite.","{""platform"": ""PC"", ""genre"": ""Simulation"", ""pegi_rating"": ""12"", ""edition"": ""Standard"", ""release_year"": 2014}"
SKU-0127,Sony DualSense Wireless Controller,Sony,Controllers,69.0,PS5 controller with haptic feedback and adaptive triggers.,Presented by Fnac.fr. The DualSense brings haptic feedback and adaptive triggers for more tactile play on PlayStation 5. A built-in mic and comfortable grip make it the standard controller for PS5 gaming.,"{""platform_compatibility"": ""PlayStation 5, PC"", ""connectivity"": ""Wired + Wireless"", ""color"": ""White"", ""battery_life_hours"": 12}"
SKU-0128,Microsoft Xbox Wireless Controller,Microsoft,Controllers,59.0,Versatile controller for Xbox and PC.,Presented by Fnac.fr. The Xbox Wireless Controller offers a comfortable design and broad compatibility across Xbox and PC. Textured grips and a hybrid D-pad make it a dependable all-round gamepad.,"{""platform_compatibility"": ""Xbox, PC"", ""connectivity"": ""Wired + Wireless"", ""color"": ""Carbon Black"", ""battery_life_hours"": 40}"
SKU-0129,Sony DualSense Edge,Sony,Controllers,239.0,Pro PS5 controller with customisable controls.,"Presented by Fnac.fr. The DualSense Edge adds swappable sticks, back buttons, and custom profiles for competitive PS5 players. Tunable triggers and a carrying case make it a premium option for serious gamers.","{""platform_compatibility"": ""PlayStation 5, PC"", ""connectivity"": ""Wired + Wireless"", ""color"": ""White"", ""battery_life_hours"": 10}"
SKU-0130,Microsoft Xbox Elite Series 2,Microsoft,Controllers,179.0,Pro Xbox controller with adjustable components.,"Presented by Fnac.fr. The Xbox Elite Series 2 offers interchangeable sticks, paddles, and tension settings for competitive play. A rechargeable battery and custom profiles make it a top choice for Xbox and PC.","{""platform_compatibility"": ""Xbox, PC"", ""connectivity"": ""Wired + Wireless"", ""color"": ""Black"", ""battery_life_hours"": 40}"
